epoch,train_loss,val_loss,learning_rate,train_time,val_time,nose,centroid,tailbase
0,,0.007048304658383131,9.999999747378752e-05,,,,,
0,0.00017969883629120886,0.00017950549954548478,9.999999747378752e-05,,,0.00017770769773051143,0.00018058487330563366,0.0001808039960451424
1,0.00017151725478470325,0.00017444916011299938,9.999999747378752e-05,144.7041015625,6.749320030212402,0.00017603945161681622,0.00016238258103840053,0.00017612970259506255
2,0.00016937952022999525,0.00017251362442038953,9.999999747378752e-05,144.72434997558594,6.715959548950195,0.00016589601000305265,0.00016676691302563995,0.00017547557945363224
3,0.00017199639114551246,0.00017093161295633763,9.999999747378752e-05,144.93508911132812,6.747890472412109,0.0001755456905812025,0.00016515873721800745,0.00017528468742966652
4,0.00016499843331985176,0.00016589222650509328,9.999999747378752e-05,144.3837432861328,6.720544815063477,0.00017617405683267862,0.00014367862604558468,0.00017514261708129197
5,0.00016337615670636296,0.00016017848975025117,9.999999747378752e-05,144.9063262939453,6.732963562011719,0.00017510310863144696,0.00013993223547004163,0.00017509315512143075
6,0.00015714773326180875,0.0001568358129588887,9.999999747378752e-05,145.07070922851562,6.869289398193359,0.000174759014043957,0.00012210562999825925,0.00017457852663937956
7,0.00015539528976660222,0.00015613842697348446,9.999999747378752e-05,144.8165283203125,6.750018119812012,0.0001749793445924297,0.00011634858674369752,0.00017485799617134035
8,0.0001453551376471296,0.00014821048534940928,9.999999747378752e-05,145.14849853515625,6.792135715484619,0.00017470527382101864,8.730809349799529e-05,0.0001740520092425868
9,0.00014452221512328833,0.00014627039490733296,9.999999747378752e-05,145.22398376464844,6.7906646728515625,0.00017451972234994173,8.573812374379486e-05,0.00017330878472421318
10,0.00014511158224195242,0.00014578585978597403,9.999999747378752e-05,145.19735717773438,6.765619277954102,0.00017404582467861474,8.832548337522894e-05,0.00017296346777584404
11,0.00014031330647412688,0.00014280207687988877,9.999999747378752e-05,144.8709716796875,6.704915523529053,0.00017207472410518676,7.77921304688789e-05,0.00017107307212427258
12,0.00013608476729132235,0.00013977121852803975,9.999999747378752e-05,144.92308044433594,6.784063339233398,0.00017188250785693526,6.617647886741906e-05,0.00017019534425344318
13,0.0001305505575146526,0.0001371503312839195,9.999999747378752e-05,145.6519317626953,6.866937637329102,0.00016755881370045245,5.903511919314042e-05,0.0001650577032705769
14,0.00012585286458488554,0.00013409461826086044,9.999999747378752e-05,145.1221466064453,6.769224643707275,0.00016558881907258183,5.1778933993773535e-05,0.00016019087343011051
15,0.00011600537254707888,0.00012824802251998335,9.999999747378752e-05,145.11436462402344,6.7661967277526855,0.00017115655646193773,3.6725868994835764e-05,0.00014013370673637837
16,0.00011211266973987222,0.00011954989895457402,9.999999747378752e-05,145.0164794921875,6.707347869873047,0.00016307328769471496,5.1162165618734434e-05,0.00012210255954414606
17,9.596720337867737e-05,0.00010697755351429805,9.999999747378752e-05,145.35227966308594,6.852456569671631,0.0001534489420009777,4.966903361491859e-05,8.478359086439013e-05
18,8.21208959678188e-05,9.787687304196879e-05,9.999999747378752e-05,145.16014099121094,6.778720855712891,0.00012872771185357124,4.515957334660925e-05,7.247541361721233e-05
19,5.8009460190078244e-05,8.950320625444874e-05,9.999999747378752e-05,145.13641357421875,6.72589111328125,0.00010004607611335814,1.796413562260568e-05,5.601815792033449e-05
20,5.47277886653319e-05,8.64882895257324e-05,9.999999747378752e-05,145.22071838378906,6.865598678588867,9.741399844642729e-05,2.21698956011096e-05,4.459948468138464e-05
21,5.195747871766798e-05,8.431668538833037e-05,9.999999747378752e-05,145.4773712158203,6.81999397277832,8.926833106670529e-05,1.4839961295365356e-05,5.176413833396509e-05
22,5.0416965677868575e-05,8.431746391579509e-05,9.999999747378752e-05,145.3636016845703,6.852367877960205,9.64152641245164e-05,1.988528310903348e-05,3.4950353438034654e-05
23,3.6963690945412964e-05,8.185525803128257e-05,9.999999747378752e-05,145.16128540039062,6.75874662399292,5.377748311730102e-05,2.7074020181316882e-05,3.0039567718631588e-05
24,3.718601510627195e-05,8.038464875426143e-05,9.999999747378752e-05,145.0359649658203,6.740995407104492,6.356557423714548e-05,1.2663138477364555e-05,3.5329336242284626e-05
25,3.228039713576436e-05,8.753935253480449e-05,9.999999747378752e-05,145.2079315185547,6.757281303405762,5.1396320486674085e-05,1.0903104339377023e-05,3.454176112427376e-05
26,2.9050717785139568e-05,8.187568164430559e-05,9.999999747378752e-05,145.38400268554688,6.744258880615234,4.361972605693154e-05,7.068504146445775e-06,3.646391996880993e-05
27,2.492334351700265e-05,7.92296341387555e-05,9.999999747378752e-05,145.3250274658203,6.768219470977783,4.4149728637421504e-05,1.0709410162235145e-05,1.9910892660846002e-05
28,1.8338794689043425e-05,8.092538337223232e-05,9.999999747378752e-05,145.25042724609375,6.756222724914551,2.707868225115817e-05,7.113896572263911e-06,2.0823799786739983e-05
29,1.5465579053852707e-05,7.936594920465723e-05,9.999999747378752e-05,145.53970336914062,6.848431587219238,2.6321649784222245e-05,5.5348955356748775e-06,1.4540190022671595e-05
